	allentownpa	anstedwv	syracuseny	stalbanscityvt	athensga	daytonoh	tampafl	camdennj	summersvillewv	leominsterma	lawrenceburgky	newyorkcityny	virginiabeachva	keenenh	fortlauderdalefl	detroitmi	rutlandvt	milfordde	sumtersc	toledooh	fredericksburgva	charlottenc	stamfordct	danburyct	brunswickme	southbendin	ashevillenc	jacksonvillefl	atlanticcitynj	greensboronc	watervilleme	rochesternh	westerlyri	cincinnatioh	columbiasc	lagrangeky	providenceri	lexingtonky	scrantonpa	owossomi	savannahga	rochesterny	fredericksonwa	woonsocketri	wilmingtonnc	trentonnj	northkingstownri	wilmingtonde	statecollegepa	baltimoremd	raleighnc	atlantaga	clevelandoh	cynthianaky	durhamnc	spartanburgsc	indianapolisin	oceancitymd	williamsburgva	augustame	charlestonwv	fortwaynein	grandrapidsmi	newarkde	lewistonme	pepperellma	louisvilleky	concordnh	frankfordde	buffalony	hagerstownmd	annapoliswa	evansvillein	frankfortky	washingtondcwa	miamifl	hartfordct	middletownde	newhavenct	columbusga	nashuanh	columbusoh	elizabethnj	newportri	fitchburgma	orlandofl	amherstma	augustaga	towsonmd	portsmouthnh	portlandme	hamptonva	viennawv	myrtlebeachsc	montpeliervt	doverde	waterburyct	pittsburghpa	burlingtonvt	cadillacmi	greenvillesc	newarknj	martinsburgswv	philadelphiapa	akronoh	keywestfl	newbrunswicknj	chicopeema	rockvillemd	annarbormi	traversecitymi	westspringfieldma	troyny	barrevt	manchesternh	silverspringmd	cooperstownny	clemsonsc	lafayettein	alexandriava	bridgeportct	winooskivt	eriepa	richmondva	bluefieldwv	warwickri	bangorme	bloomingtonin	maconga	
viennawv	406.35	133.6	493.43	741.82	531.25	183.39	928.72	423.68	169.6	698.11	258.09	493.88	508.27	718.05	1059.19	328.65	700.18	409.57	459.91	274.16	313.77	350.69	534.95	554.26	837.77	369.04	380.09	732.26	474.34	331.1	886.21	781.24	642.96	194.95	442.03	265.28	681.88	226.29	441.49	372.01	595.23	417.99	2552.32	696.39	533.95	437.12	670.3	398.29	294.93	326.95	405.27	582.39	175.6	207.5	382.35	416.52	287.11	460.46	452.62	867.35	81.49	274.94	435.83	386.18	842.89	713.12	289.57	764.31	433.43	353.08	255.07	2572.32	410.73	248.58	320.09	1084.09	609.31	409.55	575.84	690.27	732.69	112.6	480.11	680.99	702.1	873.85	665.83	508.26	330.52	762.55	813.17	478.25	0.0	514.5	766.74	407.08	580.5	159.63	715.09	494.86	444.36	477.94	267.66	429.52	139.19	1235.89	465.62	645.07	304.22	303.2	542.82	642.78	637.0	764.76	751.9	316.4	580.43	475.04	347.69	336.12	556.18	718.12	262.54	403.28	187.15	674.83	940.84	336.88	628.38	
myrtlebeachsc	619.29	400.25	795.55	970.78	311.37	619.61	553.99	573.01	416.6	853.38	593.79	656.88	354.37	873.32	684.47	792.11	885.01	529.94	94.62	731.52	380.59	175.31	697.89	723.82	993.03	846.94	306.91	357.54	623.67	196.01	1041.47	936.51	798.46	625.23	152.8	647.59	838.16	581.8	664.32	848.15	225.76	813.28	2996.86	852.27	76.89	601.73	826.03	541.02	636.59	477.34	179.02	361.85	678.38	611.83	203.4	241.19	737.67	478.75	363.21	1022.61	427.91	746.54	911.97	528.77	998.16	868.39	656.13	919.58	484.41	822.67	495.81	3017.64	739.86	606.46	431.96	709.37	774.52	530.12	738.78	464.03	887.96	588.74	645.33	836.86	857.37	499.13	821.09	223.76	491.51	917.81	968.43	349.47	514.5	0.0	969.27	527.48	750.05	610.49	943.32	970.99	251.39	650.15	483.86	571.13	641.97	861.17	629.63	800.33	444.77	779.34	1018.96	798.05	802.0	967.29	907.16	446.5	803.9	278.98	798.24	426.17	719.12	946.35	731.64	322.95	334.26	831.82	1096.1	757.02	343.88	
montpeliervt	372.48	801.57	279.61	63.92	1125.59	813.15	1441.33	408.68	779.23	159.0	956.36	314.71	677.38	114.38	1570.16	682.88	66.56	497.87	981.73	719.95	590.85	937.38	275.39	256.36	245.91	862.36	970.55	1244.46	438.19	848.04	200.02	153.26	256.57	850.13	1017.03	925.72	228.97	932.53	355.7	728.02	1112.87	359.8	3038.25	215.22	902.28	378.46	251.7	438.01	477.07	503.87	816.7	1176.72	607.48	905.27	796.53	1006.14	917.3	548.78	691.68	179.53	811.21	810.08	812.82	443.76	160.89	156.97	949.3	115.83	529.03	425.26	522.09	3059.03	1067.83	929.04	537.15	1590.92	199.24	456.84	237.05	1284.61	146.73	743.82	329.02	250.21	152.15	1384.5	155.32	1088.82	498.98	170.66	221.02	716.67	766.74	969.27	0.0	480.75	229.17	632.53	38.9	841.66	1034.23	324.03	541.29	406.32	629.74	1750.15	348.75	172.78	538.74	725.37	889.61	172.79	151.78	7.04	130.48	533.11	214.88	1065.91	924.16	544.66	253.14	39.5	510.61	647.7	837.58	240.51	253.98	967.0	1208.94	
doverde	130.77	411.83	321.3	482.26	682.08	555.77	997.75	82.75	412.83	364.86	650.8	168.36	191.89	384.8	1128.22	607.53	396.49	19.76	538.39	553.04	148.63	495.56	207.63	233.55	504.51	694.64	575.5	801.3	133.4	404.89	552.95	447.99	308.19	588.91	574.22	664.47	347.9	619.0	192.17	674.62	669.37	407.37	2870.37	362.0	459.69	111.46	335.77	51.38	213.91	93.5	373.29	733.22	454.65	620.86	353.57	564.19	659.49	70.67	248.63	534.09	444.81	642.42	738.43	49.47	509.64	379.87	690.95	431.06	50.92	442.03	155.39	2891.15	812.39	641.29	92.8	1153.13	284.25	26.36	248.52	841.1	399.44	484.97	155.06	346.6	368.85	942.89	332.58	645.32	104.36	429.29	479.91	199.96	407.08	527.48	480.75	0.0	259.78	328.39	454.8	797.46	592.03	159.89	175.09	82.61	431.59	1304.92	139.37	311.81	104.6	605.81	845.42	309.53	313.48	478.77	418.64	95.67	329.64	622.7	720.06	101.96	228.86	457.83	451.01	204.19	437.53	341.56	607.58	709.26	765.44	
waterburyct	184.6	614.02	248.21	290.22	908.42	701.61	1220.32	187.95	591.99	115.12	828.86	91.94	454.35	133.22	1350.79	686.0	187.21	277.65	760.95	631.5	371.2	718.12	52.3	28.22	254.77	773.11	783.43	1023.87	218.09	627.45	303.21	198.25	85.2	738.58	796.78	814.14	124.13	797.05	161.89	753.08	893.14	328.92	2943.38	112.66	682.25	158.2	104.05	216.84	308.52	278.55	595.86	957.27	533.12	793.94	576.13	786.75	805.33	329.67	471.2	284.35	623.71	717.4	816.9	222.39	259.9	130.13	838.43	181.32	308.31	391.89	334.94	2963.38	959.59	817.78	317.07	1375.69	30.73	236.31	22.93	1064.11	149.7	631.72	108.33	114.74	119.11	1165.45	81.0	867.38	278.24	179.55	230.17	496.83	580.5	750.05	229.17	259.78	0.0	441.19	265.19	802.41	814.6	102.51	353.9	185.41	509.47	1527.49	126.92	60.24	318.91	684.27	850.37	57.95	110.41	227.2	168.9	313.01	176.96	845.27	828.59	324.53	30.14	265.79	465.82	426.76	650.04	117.08	357.84	855.1	988.26	
pittsburghpa	284.06	217.65	359.22	607.61	633.41	255.87	1025.94	308.95	195.3	559.96	389.92	371.3	445.68	578.07	1156.41	285.75	565.97	330.85	556.2	231.26	290.03	447.91	407.18	414.96	699.62	372.87	477.31	829.48	366.57	428.32	748.06	643.09	507.74	289.01	538.34	364.57	547.45	371.75	282.31	352.84	697.38	283.78	2548.39	553.47	601.08	324.12	535.31	297.53	139.66	247.36	502.49	684.54	132.88	344.38	479.57	513.96	359.59	381.08	390.03	729.2	227.28	320.64	416.65	279.59	704.75	574.98	388.87	626.17	354.74	218.87	176.29	2569.17	510.02	368.22	241.56	1181.31	471.11	319.25	448.07	792.43	594.55	185.07	362.45	546.14	563.95	971.07	525.85	610.41	250.73	624.4	675.02	415.66	159.63	610.49	632.53	328.39	441.19	0.0	580.88	475.68	542.06	360.28	188.96	304.93	109.81	1333.11	348.88	505.09	225.05	284.03	523.64	502.8	502.79	630.56	613.75	236.39	446.22	573.73	420.16	257.5	428.41	583.91	127.92	345.59	289.3	541.1	802.69	409.36	730.54	
burlingtonvt	364.23	793.33	227.97	28.24	1101.47	761.5	1415.39	382.74	770.99	195.02	904.71	300.37	651.44	150.4	1544.22	647.56	66.58	471.93	955.79	668.31	564.91	915.47	311.41	292.38	281.93	810.71	962.31	1218.51	411.16	822.1	239.96	189.28	292.59	798.49	991.09	874.08	265.0	880.89	332.9	692.72	1086.93	308.16	2986.61	251.24	876.34	352.52	287.72	412.06	454.27	477.93	790.75	1152.6	555.83	853.62	770.59	982.02	865.66	522.84	665.74	219.47	802.96	758.44	777.52	417.82	200.83	192.99	897.65	151.85	503.09	373.62	513.84	3007.39	1016.19	877.4	511.21	1564.98	235.26	430.9	273.07	1260.49	182.75	692.17	304.31	286.23	188.17	1358.55	191.34	1062.88	473.04	206.69	257.04	690.73	715.09	943.32	38.9	454.8	265.19	580.88	0.0	806.35	1010.12	296.39	533.04	380.38	578.1	1721.1	326.13	208.81	512.8	690.09	854.31	208.81	143.57	45.67	166.51	507.16	192.08	1041.79	872.52	518.72	289.16	2.11	458.96	621.76	829.34	276.53	293.92	915.36	1183.0	
cadillacmi	745.42	590.42	559.84	777.52	923.26	388.3	1339.65	778.02	626.71	849.57	514.4	804.24	912.74	792.46	1524.13	207.46	764.32	799.91	916.7	245.59	756.83	807.92	841.91	849.7	989.07	208.37	804.63	1189.47	835.64	787.09	968.25	932.71	865.36	441.81	898.84	479.64	859.71	523.34	717.05	129.58	1057.89	484.54	2357.85	847.24	990.53	793.19	882.72	766.6	585.1	716.43	861.78	883.98	358.76	498.58	839.67	862.85	354.91	850.15	857.67	1021.36	544.15	268.88	95.58	748.66	996.07	867.68	463.15	842.39	823.8	414.56	645.36	2378.63	522.77	514.69	710.62	1547.66	808.03	788.32	882.8	988.0	883.65	381.7	803.7	892.84	854.38	1321.49	795.62	970.92	719.79	913.83	964.19	882.65	494.86	970.99	841.66	797.46	802.41	475.68	806.35	0.0	857.48	794.34	658.03	774.0	382.26	1703.79	805.6	781.58	694.11	191.46	47.21	780.38	703.36	848.42	899.42	705.46	647.13	884.07	327.06	718.62	863.15	802.89	460.62	813.68	649.81	871.24	1010.31	404.56	967.02	
greenvillesc	651.23	330.11	820.61	1037.57	94.26	470.1	596.4	637.56	346.46	918.34	350.55	721.84	438.69	938.28	714.21	678.6	951.8	594.49	157.55	618.01	445.56	102.34	762.44	788.37	1058.0	660.77	63.67	387.29	688.22	189.12	1106.44	1001.47	863.0	416.86	103.36	404.35	902.71	338.56	689.37	734.64	256.19	819.15	2753.72	916.82	308.38	666.28	890.58	605.57	614.88	541.89	262.81	145.4	609.95	368.58	239.89	31.39	523.2	562.98	414.39	1087.58	357.77	594.95	771.31	593.32	1063.13	933.36	412.89	984.54	568.64	754.24	500.52	2774.5	496.62	363.22	496.51	739.11	839.06	594.66	803.33	253.28	952.92	456.04	709.87	901.41	922.33	528.87	886.06	114.66	556.06	982.78	1033.4	433.78	444.36	251.39	1034.23	592.03	814.6	542.06	1010.12	857.48	0.0	714.7	480.04	636.1	573.54	890.91	694.18	865.3	509.32	665.83	905.45	863.01	868.8	1032.26	972.13	511.05	828.95	30.2	586.35	491.14	783.67	1013.14	663.2	387.91	264.12	896.37	1161.07	513.78	185.61	
newarknj	82.04	511.47	236.69	323.85	808.52	594.99	1120.42	88.06	489.43	208.14	726.3	11.36	354.45	228.08	1250.89	604.41	238.08	177.76	661.05	549.92	271.3	618.22	50.35	76.28	347.8	691.53	680.87	923.97	118.2	527.55	396.24	291.27	152.86	628.13	696.88	703.69	191.79	694.5	110.77	671.5	793.24	322.76	2861.8	206.3	582.36	58.3	180.21	116.94	226.93	178.65	495.96	857.37	451.54	696.36	476.23	686.86	698.7	229.77	371.3	377.38	521.15	635.81	735.31	122.49	352.93	223.16	727.98	274.35	208.42	362.94	232.38	2881.8	849.14	716.79	217.17	1275.8	126.98	136.41	91.24	964.21	242.72	524.19	6.18	190.9	212.13	1065.56	175.86	767.48	178.34	272.58	323.2	396.94	477.94	650.15	324.03	159.89	102.51	360.28	296.39	794.34	714.7	0.0	251.34	85.52	427.89	1427.59	27.02	155.1	219.01	602.69	842.31	152.81	155.07	322.06	261.93	213.11	194.53	745.37	747.0	224.63	71.58	299.42	421.61	326.86	547.48	184.74	450.87	748.48	888.36	
martinsburgswv	174.16	270.03	343.54	560.5	571.39	416.33	964.4	197.27	273.42	465.92	511.37	261.69	260.65	485.86	1094.87	468.09	474.73	177.58	494.76	413.6	104.77	386.37	308.35	327.67	605.58	555.21	432.8	767.95	247.92	300.76	654.02	549.05	410.77	449.48	477.71	525.04	449.69	479.57	212.3	535.18	635.37	359.41	2725.48	464.2	416.06	218.39	438.11	166.3	159.37	94.97	329.66	622.53	315.22	481.43	309.94	452.2	520.05	228.47	205.01	635.15	305.39	502.99	599.0	154.19	610.7	480.93	551.52	532.12	201.44	326.31	22.88	2745.48	672.95	501.86	77.67	1119.77	382.71	177.57	349.24	730.41	500.5	345.54	253.52	448.8	469.91	909.53	433.64	548.4	98.53	530.36	580.98	230.64	267.66	483.86	541.29	175.09	353.9	188.96	533.04	658.03	480.04	251.34	0.0	197.53	292.16	1271.57	239.02	412.88	72.23	466.37	705.99	410.59	391.72	539.32	519.71	84.42	351.88	510.72	580.63	83.7	329.58	536.07	311.58	160.57	299.26	442.64	708.65	569.82	668.52	
philadelphiapa	63.82	457.61	253.7	407.84	727.45	539.64	1042.36	5.12	435.27	290.43	671.12	93.93	276.39	310.37	1172.83	584.07	322.07	99.74	583.6	529.58	193.23	540.16	133.26	159.18	430.09	671.19	610.06	845.9	61.77	449.49	478.53	373.56	233.82	572.79	618.89	648.35	273.53	639.32	124.71	651.16	714.74	339.77	2846.15	287.63	504.29	33.15	261.4	32.23	191.55	105.74	417.89	778.58	431.19	628.15	398.17	608.0	643.36	150.65	293.24	459.67	467.25	618.96	714.97	45.63	435.22	305.45	672.64	356.64	130.89	374.43	177.83	2866.93	793.8	661.61	139.01	1197.73	209.88	58.71	174.15	886.47	325.01	468.85	80.69	272.23	294.42	987.49	258.15	690.69	100.84	354.87	405.49	318.87	429.52	571.13	406.32	82.61	185.41	304.93	380.38	774.0	636.1	85.52	197.53	0.0	408.13	1349.53	59.34	237.39	140.61	582.35	821.96	235.1	239.06	404.35	344.22	134.97	262.04	667.77	703.94	146.57	154.49	383.41	421.11	248.8	476.83	267.19	533.16	693.13	810.81	
akronoh	378.96	261.4	356.43	604.82	664.9	194.86	1056.81	412.15	297.69	645.77	332.89	437.71	550.49	588.95	1187.29	192.33	563.18	434.04	587.68	137.84	394.84	478.79	475.46	483.24	785.42	277.86	508.18	860.36	469.77	459.19	833.87	707.22	576.02	231.98	569.83	307.55	615.73	314.72	350.59	259.42	728.87	281.0	2453.76	621.76	662.05	427.32	603.59	400.73	218.64	350.56	533.36	692.23	38.71	287.35	510.45	545.45	299.01	484.28	494.84	815.0	215.13	211.09	323.24	382.79	790.55	660.78	331.84	638.88	457.93	216.08	279.49	2474.54	449.55	311.19	344.75	1212.19	539.39	422.45	516.35	796.25	658.16	125.13	437.25	614.42	649.76	1001.95	592.29	641.9	353.92	688.34	760.82	520.47	139.19	641.97	629.74	431.59	509.47	109.81	578.1	382.26	573.54	427.89	292.16	408.13	0.0	1363.99	439.14	578.68	328.24	190.61	430.23	576.32	500.0	627.77	673.94	339.59	443.43	605.22	324.03	362.31	496.69	581.13	124.91	450.4	320.79	609.38	888.5	348.72	775.27	
keywestfl	1398.25	1121.64	1577.0	1748.56	836.62	1333.28	424.96	1350.46	1137.99	1634.63	1213.84	1439.29	1133.63	1648.04	189.31	1542.24	1665.9	1307.38	783.65	1481.4	1160.6	886.87	1475.33	1501.26	1774.13	1495.3	945.75	503.18	1401.11	951.77	1824.17	1717.77	1575.9	1280.43	794.25	1263.23	1615.6	1201.74	1444.59	1598.28	642.81	1596.47	3474.92	1629.71	940.42	1379.17	1603.47	1318.46	1421.74	1254.78	958.11	820.19	1399.44	1228.64	982.52	880.58	1352.88	1256.19	1143.05	1803.86	1149.3	1458.16	1609.24	1306.22	1781.13	1652.74	1239.61	1699.68	1261.85	1545.35	1273.25	3495.7	1216.5	1226.46	1209.4	165.79	1551.96	1307.56	1516.22	765.38	1668.71	1310.04	1422.77	1614.3	1639.44	392.4	1602.02	759.26	1268.95	1698.89	1749.25	1127.52	1235.89	861.17	1750.15	1304.92	1527.49	1333.11	1721.1	1703.79	890.91	1427.59	1271.57	1349.53	1363.99	0.0	1407.07	1581.83	1222.21	1529.47	1751.26	1579.33	1581.66	1745.07	1684.49	1223.94	1585.36	918.37	1415.69	1204.72	1496.57	1724.13	1453.86	1102.06	1055.65	1609.26	1878.13	1334.58	743.84	
newbrunswicknj	69.72	499.15	247.95	353.58	788.0	583.59	1099.9	64.23	477.11	232.86	713.98	36.36	333.93	252.8	1230.37	615.66	267.81	157.23	640.53	561.17	250.78	597.7	74.76	100.69	372.51	702.78	668.55	903.45	106.16	507.03	420.96	315.99	177.58	616.73	676.36	692.29	216.51	682.18	122.02	682.75	772.72	334.01	2873.05	231.02	561.83	25.61	204.92	87.92	229.08	158.13	475.44	836.85	462.79	672.1	455.71	666.33	687.31	209.25	350.78	402.09	508.83	647.06	746.57	101.97	377.64	247.87	716.58	299.06	187.9	374.19	220.06	2893.05	837.74	704.47	196.65	1255.28	151.39	115.89	115.65	943.69	267.44	512.79	22.2	215.61	236.85	1045.04	200.58	746.96	157.82	297.29	347.91	376.42	465.62	629.63	348.75	139.37	126.92	348.88	326.13	805.6	694.18	27.02	239.02	59.34	439.14	1407.07	0.0	179.82	198.49	613.94	853.56	177.53	184.81	346.78	286.65	192.59	224.26	724.85	747.88	204.11	95.99	329.16	432.87	306.34	535.16	209.45	475.59	737.08	867.84	
chicopeema	244.07	673.16	228.55	233.83	956.65	762.09	1274.65	239.75	650.82	73.66	905.3	145.77	508.45	70.41	1405.13	622.79	130.82	328.94	812.8	668.89	421.91	768.44	106.46	87.43	213.23	811.3	842.14	1078.2	269.25	679.11	263.27	156.87	87.63	799.08	848.1	874.66	83.87	881.48	225.58	667.95	943.94	308.75	2987.19	71.41	733.35	209.53	106.88	269.07	371.92	334.94	647.76	1007.79	556.42	854.21	627.6	837.21	866.24	379.85	522.75	242.96	682.8	759.03	752.74	274.83	220.23	88.68	898.24	127.22	360.1	374.2	393.68	3007.98	1016.78	877.99	368.22	1430.03	30.3	287.91	68.11	1115.67	107.81	692.76	160.08	117.0	77.65	1219.79	24.61	919.89	330.05	137.99	188.35	547.73	645.07	800.33	172.78	311.81	60.24	505.09	208.81	781.58	865.3	155.1	412.88	237.39	578.68	1581.83	179.82	0.0	369.81	665.3	829.54	4.94	90.33	170.81	123.59	364.17	156.88	896.98	873.1	375.73	84.2	209.4	459.55	478.76	709.17	95.41	317.23	915.94	1040.01	
rockvillemd	185.04	315.93	354.42	540.26	598.67	452.42	915.04	141.87	309.97	422.85	547.45	226.35	221.56	442.79	1045.51	504.18	454.49	107.08	455.67	449.69	65.91	412.84	266.75	292.68	562.51	591.3	476.14	718.58	192.53	322.17	610.95	505.98	367.31	485.56	491.5	561.12	407.02	515.65	223.18	571.27	585.96	372.14	2761.57	421.13	376.97	170.59	394.89	109.38	195.45	39.6	290.57	649.8	351.3	517.52	270.85	481.47	556.14	158.24	165.92	592.09	341.94	539.07	635.08	97.26	567.64	437.87	587.6	489.06	130.95	362.4	52.53	2781.57	709.04	537.94	17.36	1070.41	343.38	107.06	307.64	757.69	457.43	381.62	214.19	405.72	426.84	860.17	390.57	561.91	49.95	487.29	537.91	191.55	304.22	444.77	538.74	104.6	318.91	225.05	512.8	694.11	509.32	219.01	72.23	140.61	328.24	1222.21	198.49	369.81	0.0	502.46	742.07	367.52	371.48	536.77	476.64	12.56	362.76	539.99	616.71	33.39	287.98	515.83	347.66	121.48	341.63	400.68	665.58	605.91	682.03	
annarbormi	553.77	398.77	443.56	661.24	731.6	196.65	1165.33	586.36	435.05	733.29	355.51	612.58	721.09	676.19	1349.82	42.99	648.04	608.26	725.05	53.94	565.18	616.26	650.26	658.04	872.8	176.93	612.97	997.82	643.99	595.44	851.97	816.43	750.82	250.16	707.19	324.87	790.53	331.68	525.4	68.52	866.24	368.26	2327.0	730.97	798.88	601.53	778.4	574.95	393.45	524.77	670.13	709.66	167.11	306.92	648.02	671.2	265.89	658.49	666.02	902.52	352.5	142.0	132.0	557.01	879.79	751.41	348.45	726.12	632.15	298.28	453.7	2347.79	433.74	328.19	518.97	1373.35	714.2	596.66	691.15	813.68	767.37	190.05	612.05	789.23	738.1	1147.18	679.34	779.27	528.14	797.56	847.91	691.0	303.2	779.34	725.37	605.81	684.27	284.03	690.09	191.46	665.83	602.69	466.37	582.35	190.61	1529.47	613.94	665.3	502.46	0.0	239.45	664.11	587.09	732.16	783.15	513.8	530.85	692.42	256.08	526.97	671.49	686.62	268.96	622.03	458.16	784.19	894.03	315.53	792.7	
traversecitymi	793.38	638.38	607.8	825.48	971.22	436.27	1387.12	825.98	674.67	897.53	561.87	852.2	960.7	840.42	1571.6	255.44	812.28	847.88	964.67	293.55	804.79	855.88	889.88	897.66	1037.03	255.85	852.59	1237.43	883.6	835.06	1016.21	980.67	913.32	489.77	946.81	527.11	907.67	571.3	765.01	177.56	1105.85	532.5	2302.28	895.21	1038.49	841.15	930.68	814.56	633.06	764.39	909.74	931.45	406.72	546.54	887.63	910.81	402.38	898.11	905.63	1066.76	592.12	316.35	141.97	796.62	1044.03	915.64	510.62	890.35	871.76	462.52	693.32	2323.06	570.24	562.17	758.59	1595.14	856.0	836.28	930.77	1035.47	931.61	429.66	851.67	940.8	902.34	1368.96	843.58	1018.88	767.76	961.79	1012.15	930.61	542.82	1018.96	889.61	845.42	850.37	523.64	854.31	47.21	905.45	842.31	705.99	821.96	430.23	1751.26	853.56	829.54	742.07	239.45	0.0	828.34	751.33	896.4	947.39	753.42	695.09	932.03	374.53	766.58	911.11	850.85	508.58	861.64	697.77	919.21	1058.27	452.03	1014.49	
westspringfieldma	241.78	670.87	226.18	233.84	954.36	759.72	1272.16	237.46	648.53	75.76	902.93	143.49	506.16	69.89	1402.63	621.6	130.83	326.65	810.51	666.53	419.63	766.15	104.17	85.14	215.35	808.93	839.85	1075.7	266.97	676.82	265.39	158.99	85.34	796.71	845.81	872.29	85.99	879.11	223.3	666.75	941.65	306.38	2984.83	73.52	731.06	207.24	109.0	266.79	369.63	332.65	645.48	1005.5	554.05	851.84	625.31	834.92	863.88	377.56	520.46	245.07	680.51	756.66	751.54	272.54	222.35	90.77	895.87	126.69	357.81	371.84	391.39	3005.61	1014.41	875.62	365.93	1427.53	28.02	285.62	65.83	1113.38	109.93	690.39	157.8	119.12	79.75	1217.29	24.62	917.6	327.76	140.11	190.47	545.45	642.78	798.05	172.79	309.53	57.95	502.8	208.81	780.38	863.01	152.81	410.59	235.1	576.32	1579.33	177.53	4.94	367.52	664.11	828.34	0.0	87.96	170.82	125.71	361.89	154.51	894.69	870.74	373.44	81.92	209.41	457.18	476.48	706.88	97.53	319.35	913.58	1037.72	
troyny	222.91	652.01	149.17	171.03	960.15	683.41	1274.49	241.42	629.67	157.41	826.62	157.49	510.13	91.97	1404.96	544.58	85.23	330.61	814.47	590.21	423.58	774.15	160.71	121.08	297.07	732.62	820.99	1078.04	269.84	680.78	347.11	179.34	173.36	720.39	849.77	795.98	167.71	802.79	190.68	589.74	945.61	229.88	2908.51	155.24	735.02	211.2	190.71	270.74	337.01	336.61	649.43	1011.28	477.74	775.53	629.27	840.7	787.56	381.52	524.42	329.36	661.64	680.34	674.52	276.5	304.07	172.43	819.56	141.9	361.77	292.84	372.52	2929.29	938.09	799.3	369.89	1430.91	116.03	289.58	153.84	1119.17	191.65	614.08	162.99	200.84	161.4	1219.63	103.93	921.56	331.72	221.83	272.19	549.4	637.0	802.0	151.78	313.48	110.41	502.79	143.57	703.36	868.8	155.07	391.72	239.06	500.0	1581.66	184.81	90.33	371.48	587.09	751.33	87.96	0.0	149.81	156.56	365.84	77.92	900.47	794.42	377.4	140.39	146.6	380.87	480.44	688.02	179.24	401.07	837.26	1041.68	
barrevt	370.51	799.6	277.64	70.7	1123.61	811.18	1439.36	406.71	777.26	157.02	954.39	312.74	675.41	112.41	1568.19	689.64	64.59	495.9	979.76	717.98	588.88	935.4	273.42	254.39	243.93	860.39	968.58	1242.49	436.21	846.07	200.21	151.29	254.59	848.16	1015.06	923.75	227.0	930.56	353.73	734.79	1110.9	357.83	3036.28	213.24	900.31	376.49	249.73	436.03	475.1	501.9	814.72	1174.75	605.51	903.3	794.56	1004.17	915.33	546.81	689.71	179.72	809.24	808.11	819.58	441.79	161.08	154.99	947.33	113.86	527.06	423.29	520.12	3057.06	1065.86	927.07	535.18	1588.95	197.27	454.87	235.07	1282.63	144.76	741.84	327.04	248.24	150.18	1382.52	153.35	1086.85	497.01	168.69	219.05	714.7	764.76	967.29	7.04	478.77	227.2	630.56	45.67	848.42	1032.26	322.06	539.32	404.35	627.77	1745.07	346.78	170.81	536.77	732.16	896.4	170.82	149.81	0.0	128.51	531.14	212.91	1063.94	922.19	542.69	251.16	46.27	508.64	645.73	835.61	238.54	254.17	965.03	1206.97	
manchesternh	350.9	779.99	345.23	191.53	1063.48	879.25	1377.31	346.58	757.65	59.13	990.2	249.08	611.34	64.82	1507.79	740.64	121.1	435.77	919.63	787.2	528.19	875.12	213.29	196.09	119.23	932.18	944.77	1180.86	376.08	784.45	167.67	42.5	146.07	916.22	954.93	991.78	103.72	958.4	334.25	785.8	1050.77	425.94	3108.07	90.55	839.25	316.36	126.45	375.9	480.58	441.77	752.85	1114.62	673.56	971.59	733.13	944.04	987.12	486.68	628.2	148.81	789.63	879.9	870.58	381.66	124.36	27.9	1016.08	17.89	466.93	488.9	500.51	3128.85	1137.65	995.43	475.05	1532.69	138.69	394.74	174.95	1222.5	19.81	809.36	266.91	123.08	41.3	1322.45	109.45	1026.72	436.88	43.53	94.63	653.83	751.9	907.16	130.48	418.64	168.9	613.75	166.51	899.42	972.13	261.93	519.71	344.22	673.94	1684.49	286.65	123.59	476.64	783.15	947.39	125.71	156.56	128.51	0.0	471.01	273.98	1003.81	993.98	481.52	191.03	167.1	580.43	583.75	816.0	115.26	222.3	1036.82	1146.84	
silverspringmd	183.13	318.55	366.01	534.62	601.29	463.76	916.77	135.97	322.16	417.22	558.8	220.72	223.3	437.16	1047.24	515.52	448.85	98.16	457.4	461.03	67.65	414.57	260.85	286.78	556.87	602.64	477.88	720.32	186.63	323.9	605.31	500.35	361.41	496.91	493.23	572.47	401.12	527.0	234.77	582.61	588.57	383.74	2772.91	415.23	378.7	164.69	388.99	103.74	198.94	33.7	292.31	652.42	362.65	528.86	272.58	483.2	567.48	148.54	167.65	586.45	354.13	550.42	646.43	91.63	562.0	432.23	598.95	483.42	122.03	373.74	64.72	2792.91	720.38	549.29	6.15	1072.14	337.48	98.14	301.74	760.31	451.8	392.97	208.29	399.82	421.21	861.9	384.94	564.52	48.73	481.65	532.27	193.28	316.4	446.5	533.11	95.67	313.01	236.39	507.16	705.46	511.05	213.11	84.42	134.97	339.59	1223.94	192.59	364.17	12.56	513.8	753.42	361.89	365.84	531.14	471.01	0.0	374.35	541.72	628.06	33.16	282.08	510.19	359.01	123.21	344.25	394.78	659.95	617.25	684.64	
